year,Base case cost,Modeled non-residential energy efficiency
2017,533840.609181,549343.621156
2018,572157.312193,583872.105868
2019,623884.861259,630930.264875
2020,647832.800641,652119.168925
2021,664117.399421,666190.82518
2022,676570.3279,676716.54239
2023,685191.586077,683695.711382
2024,691897.009104,688913.703389
2025,700518.267282,695941.870047
2026,710097.443035,703886.660864
2027,718718.701212,710961.555414
2028,725424.124239,716273.029418
2029,735003.299992,724285.470293
2030,740750.805444,728747.479886
2031,750329.981197,736802.419499
