year,Base case cost,Modeled water and wastewater efficiency
2017,74124.1339875,57730.0819455
2018,79423.5349987,61107.918863
2019,86580.5146184,65738.9737546
2020,89881.9294188,67783.9410623
2021,92122.3923016,69119.719148
2022,93830.8115545,70102.1711074
2023,95012.0918212,70733.4449472
2024,95927.1647762,71189.8155836
2025,97106.2035166,71827.7458292
2026,98414.0398407,72556.8085865
2027,99588.5743304,73200.0075259
2028,100494.64146,73666.9175979
2029,101798.094164,74404.5910361
2030,102574.11117,74790.3279578
2031,103880.011583,75535.7892973
