year,Base case diesel consumed,Modeled diesel efficiency
2019,46716.2208843,42469.291713
2020,46802.99272,42548.1752
2021,46889.7645557,42627.058687
2022,46889.7645557,42627.058687
2023,46976.5363913,42705.9421739
2024,46976.5363913,42705.9421739
2025,47063.308227,42784.8256609
2026,47063.308227,42784.8256609
2027,47150.0800627,42863.7091479
2028,47236.8518983,42942.5926348
2029,47323.623734,43021.4761218
2030,47323.623734,43021.4761218
2031,47410.3955697,43100.3596088
2032,47497.1674053,43179.2430957
2033,47583.939241,43258.1265827
2034,47583.939241,43258.1265827
2035,47670.7110766,43337.0100697
2036,47670.7110766,43337.0100697
2037,47757.4829123,43415.8935566
2038,47757.4829123,43415.8935566
