year,Base case cost,Modeled diesel efficiency
2019,234048.266631,377744.521605
2020,246183.741707,384910.208327
2021,254611.421537,388795.79461
2022,260707.09093,390649.870021
2023,265417.430611,391330.979387
2024,268705.788158,390803.776376
2025,273437.820799,391671.426046
2026,278144.151622,392596.199579
2027,282900.480376,393645.028292
2028,286727.691023,393925.964315
2029,291986.758439,395583.54978
2030,294826.175863,395114.657596
2031,300107.803956,396937.445686
2032,305881.75809,399277.615977
2033,311674.802028,401703.31739
2034,316909.035345,403687.588215
2035,320823.885546,404537.438232
2036,326067.663764,406658.899341
2037,330004.206924,407653.971346
2038,335735.104874,410340.828267
