year,Base case cost,Modeled residential energy efficiency
2017,676941.699538,651611.648759
2018,724826.388366,696835.130824
2019,772672.080026,741298.724246
2020,794822.863202,761600.958169
2021,824425.006048,789786.641273
2022,836143.782925,800311.00839
2023,859135.479646,822330.056944
2024,865553.481609,827892.018521
2025,873805.198418,835194.283507
2026,898253.209245,858651.598529
2027,906643.643487,866114.702743
2028,928695.582151,887354.857021
2029,938172.417345,895873.023121
2030,959631.172596,916593.032558
2031,969262.138271,925285.448778
