year,Base case diesel consumed,Modeled non-residential ashp
2017,9772.74269224,-8200.57538014
2018,9772.74269224,-8200.57538014
2019,9772.74269224,-8200.57538014
2020,9772.74269224,-8200.57538014
2021,9772.74269224,-8200.57538014
2022,9772.74269224,-8200.57538014
2023,9772.74269224,-8200.57538014
2024,9772.74269224,-8200.57538014
2025,9772.74269224,-8200.57538014
2026,9772.74269224,-8200.57538014
2027,9772.74269224,-8200.57538014
2028,9772.74269224,-8200.57538014
2029,9772.74269224,-8200.57538014
2030,9772.74269224,-8200.57538014
2031,9772.74269224,-8200.57538014
