year,Base case diesel consumed,Modeled residential ashp
2017,13596.1546486,-29666.7636583
2018,13867.5215505,-29395.3967564
2019,13867.5215505,-29395.3967564
2020,13867.5215505,-29395.3967564
2021,14138.8884524,-29124.0298545
2022,14138.8884524,-29124.0298545
2023,14410.2553543,-28852.6629527
2024,14410.2553543,-28852.6629527
2025,14410.2553543,-28852.6629527
2026,14681.6222562,-28581.2960508
2027,14681.6222562,-28581.2960508
2028,14952.989158,-28309.9291489
2029,14952.989158,-28309.9291489
2030,15224.3560599,-28038.562247
2031,15224.3560599,-28038.562247
