year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,8395.47,569861.15,183596.53,17322.37,165840.17,240962.93
2018,8773.8,600363.54,196617.51,17877.93,171083.21,250652.66
2019,9323.02,643344.18,208813.87,18643.45,178423.45,260491.33
2020,9550.54,664141.26,219702.18,19043.04,181779.0,268199.22
2021,9660.53,678005.98,228806.1,19341.52,184295.65,274390.76
2022,9723.15,687711.29,231688.04,19561.04,185973.42,276661.76
2023,9767.72,694643.65,238934.45,19717.52,187231.75,281308.74
2024,9792.03,701576.01,241038.67,19889.46,188280.36,282948.51
2025,9808.44,708508.37,248422.14,20067.05,189328.96,287648.38
2026,9800.72,716827.2,256336.11,20300.68,191006.74,292718.52
2027,9798.51,723759.56,258531.71,20491.44,192055.34,294393.57
2028,9775.11,730691.93,266152.76,20697.87,193103.95,299185.12
2029,9786.76,739010.76,274322.58,20914.37,194572.0,304354.0
2030,9738.04,743170.18,281202.46,21063.87,195410.88,308528.43
2031,9740.7,752875.48,290039.84,21323.29,196878.93,314120.48
2032,,,292893.86,,,316215.17
2033,,,301429.18,,,321525.1
2034,,,310568.1,,,327233.52
2035,,,318828.79,,,332271.93
2036,,,327693.07,,,337708.81
