year,Base case cost,Modeled non-residential energy efficiency
2017,735701.325921,826103.100433
2018,771446.747733,857231.821054
2019,821767.632706,902436.798598
2020,845920.257072,922636.551326
2021,862301.635121,935365.701934
2022,873684.711213,943395.527695
2023,881875.400238,948415.557578
2024,889856.367908,953349.488484
2025,897837.335579,958348.110213
2026,907833.939491,965253.4059
2027,915814.907162,970376.896247
2028,923795.874833,975560.634627
2029,933582.757391,982494.365902
2030,938581.059347,984869.110494
2031,949754.414086,993302.881294
