year,Base case cost,Modeled residential energy efficiency
2017,424559.461005,404725.958634
2018,447270.168361,423481.204297
2019,469305.196325,440386.445449
2020,487901.404335,456006.795612
2021,503196.855615,469015.087764
2022,508349.803117,472302.73189
2023,520243.185652,482618.98915
2024,523987.182449,484807.220714
2025,536070.525011,495355.657458
2026,549054.634957,506692.079391
2027,552925.271773,509068.073999
2028,565337.878385,520005.465248
2029,578676.580384,531754.770695
2030,589730.892298,541637.671074
2031,604160.321708,554381.170762
2032,609109.021933,557794.762592
2033,622954.284008,570122.170772
2034,637801.625481,583335.35574
2035,651100.712227,595283.04658
2036,665401.87837,608115.733617
