year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,205858.06,2042.62,138647.22,38429.32
2018,206946.1,2026.21,138647.22,39343.08
2019,209085.79,2009.21,138647.22,39343.08
2020,209556.69,1993.79,138647.22,40256.84
2021,210961.53,1975.51,138647.22,41170.6
2022,212201.74,1960.25,138647.22,41170.6
2023,212822.78,1949.59,138647.22,42084.36
2024,213886.91,1935.12,138647.22,42084.36
2025,215009.43,1919.4,138647.22,42998.12
2026,216682.29,1895.64,138647.22,43911.88
2027,218017.93,1877.05,138647.22,43911.88
2028,219640.6,1854.81,138647.22,44825.64
2029,220963.23,1836.11,138647.22,45739.4
2030,222365.64,1816.75,138647.22,46653.16
2031,223986.84,1793.82,138647.22,47566.92
2032,225386.45,,,47566.92
2033,227155.65,,,48480.68
2034,228629.49,,,49394.44
2035,230103.34,,,50308.2
2036,231208.89,,,51221.96
