year,Base case diesel consumed,Modeled non-residential ashp
2017,138647.21806,97053.0526835
2018,138647.21806,97053.0526835
2019,138647.21806,97053.0526835
2020,138647.21806,97053.0526835
2021,138647.21806,97053.0526835
2022,138647.21806,97053.0526835
2023,138647.21806,97053.0526835
2024,138647.21806,97053.0526835
2025,138647.21806,97053.0526835
2026,138647.21806,97053.0526835
2027,138647.21806,97053.0526835
2028,138647.21806,97053.0526835
2029,138647.21806,97053.0526835
2030,138647.21806,97053.0526835
2031,138647.21806,97053.0526835
