year,Base case cost,Modeled water and wastewater efficiency
2017,25717.8395273,22931.2364328
2018,26651.7350228,23602.0014322
2019,27966.4659992,24575.9463454
2020,28593.5823306,25005.752767
2021,29002.0534555,25262.3430661
2022,29284.1835052,25421.0245116
2023,29485.2476347,25518.3242793
2024,29681.4861776,25611.7641604
2025,29875.4958085,25704.2407614
2026,30101.4038601,25820.301289
2027,30289.9549832,25909.7780997
2028,30472.9743819,25994.6651078
2029,30701.1340269,26117.67138
2030,30801.9155776,26140.7252182
2031,31063.9894369,26291.0591483
