year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,9640.05,8967.35,11520.71,4033.38
2018,9640.05,8967.87,11520.71,4033.38
2019,9640.05,8968.33,11520.71,4033.38
2020,9640.05,8968.82,11520.71,4033.38
2021,9640.05,8969.38,11520.71,4033.38
2022,9509.78,8969.94,11520.71,4033.38
2023,9509.78,8970.59,11520.71,4033.38
2024,9509.78,8971.25,11520.71,4033.38
2025,9509.78,8971.95,11520.71,4033.38
2026,9509.78,8972.68,11520.71,4033.38
2027,9509.78,8973.48,11520.71,2960.65
2028,9509.78,8974.31,11520.71,2960.65
2029,9509.78,8974.9,11520.71,2960.65
2030,9379.51,8975.59,11520.71,2960.65
2031,9379.51,8976.38,11520.71,2960.65
2032,9379.51,,,2960.65
2033,9379.51,,,2960.65
2034,9379.51,,,2960.65
2035,9379.51,,,2960.65
2036,9249.24,,,2960.65
