year,Base case diesel consumed,Modeled non-residential ashp
2017,7179.08723643,3722.87291304
2018,7179.08723643,3722.87291304
2019,7179.08723643,3722.87291304
2020,7179.08723643,3722.87291304
2021,7179.08723643,3722.87291304
2022,7179.08723643,3722.87291304
2023,7179.08723643,3722.87291304
2024,7179.08723643,3722.87291304
2025,7179.08723643,3722.87291304
2026,7179.08723643,3722.87291304
2027,5269.7183691,1813.50404571
2028,5269.7183691,1813.50404571
2029,5269.7183691,1813.50404571
2030,5269.7183691,1813.50404571
2031,5269.7183691,1813.50404571
