year,Base case diesel consumed,Modeled residential energy efficiency
2017,26905.0452041,20257.7775525
2018,27686.6942895,21039.4266379
2019,27686.6942895,21039.4266379
2020,27686.6942895,21039.4266379
2021,27686.6942895,21039.4266379
2022,27686.6942895,21039.4266379
2023,27686.6942895,21039.4266379
2024,28468.3433749,21821.0757233
2025,28468.3433749,21821.0757233
2026,28468.3433749,21821.0757233
2027,28468.3433749,21821.0757233
2028,28468.3433749,21821.0757233
2029,29249.9924603,22602.7248087
2030,29249.9924603,22602.7248087
2031,29249.9924603,22602.7248087
2032,30031.6415456,23384.3738941
2033,30031.6415456,23384.3738941
2034,30031.6415456,23384.3738941
2035,30031.6415456,23384.3738941
2036,30031.6415456,23384.3738941
