year,Base case cost,Modeled non-residential energy efficiency
2017,191791.231977,200242.846472
2018,205496.189136,212125.820443
2019,225190.007298,229492.430084
2020,234633.338607,237534.292278
2021,241095.713593,242826.613943
2022,246137.546629,246842.721658
2023,249452.144512,249275.589223
2024,252433.100835,251475.111637
2025,255747.698718,253934.760845
2026,259842.503788,257144.165749
2027,263463.794874,259936.049121
2028,266138.057994,261879.974631
2029,270232.863063,265126.356346
2030,272600.43298,266787.375529
2031,276695.23805,270056.986616
