year,Base case cost,Modeled biomass for heat (cordwood)
2017,223683.376801,233115.186367
2018,244842.410258,251526.883048
2019,270993.125804,273899.502307
2020,283778.650557,284673.170118
2021,292313.35531,291763.273523
2022,299031.620855,297284.331126
2023,303315.395609,300698.032158
2024,311562.61065,308082.453997
2025,315913.136987,311577.297016
2026,321496.383325,316151.963797
2027,326470.490455,320204.191623
2028,330208.716792,323186.999738
2029,340107.629756,332097.20165
2030,343315.442431,334642.297091
2031,349005.202729,339355.828024
2032,359737.73777,349038.236263
2033,365467.463316,353803.635907
2034,371824.848069,359122.518335
2035,376298.344407,362802.88028
2036,382676.301536,368153.421046
