year,Base case cost,Modeled water and wastewater efficiency
2017,10193.4398463,13774.1912279
2018,10975.214543,14145.1603609
2019,12102.1008278,14754.1316898
2020,12670.2402333,14987.1475775
2021,13070.6718115,15110.7111854
2022,13399.3265663,15188.9290946
2023,13630.5798559,15204.8264127
2024,13855.2934292,15218.4940982
2025,14100.9823546,15250.7933919
2026,14399.2674697,15321.4885714
2027,14670.6547336,15376.9637869
2028,14890.6205624,15400.4687207
2029,15257.3234019,15526.8765234
2030,15526.8332855,15590.6073964
2031,15871.6105464,15707.7137848
