year,Base case cost,Modeled biomass for heat (cordwood)
2017,1623466.23582,1653600.37637
2018,1741091.83582,1740574.51527
2019,1899886.39582,1857989.60278
2020,1973402.39582,1912348.43959
2021,2023393.27582,1949312.44863
2022,2061621.59582,1977579.04377
2023,2088087.35582,1997148.22502
2024,2111612.47582,2014543.0528
2025,2135137.59582,2031937.88058
2026,2167484.63582,2055855.76878
2027,2193950.39582,2075424.95003
2028,2214534.87582,2090645.42434
2029,2243941.27582,2112388.95906
2030,2261585.11582,2125435.0799
2031,2293932.15582,2149352.96809
2032,,
2033,,
2034,,
2035,,
2036,,
