year,Base case cost,Modeled solar power (pv)
2016,778820.562411,796815.169977
2017,904354.37582,921100.41075
2018,995786.801712,1011660.39776
2019,1119188.31994,1133874.7781
2020,1176543.75717,1190739.32785
2021,1215688.34568,1229586.77533
2022,1245731.09791,1259429.74725
2023,1266265.12699,1279859.08331
2024,1284921.61369,1298435.94746
2025,1303179.82489,1316616.61907
2026,1328702.51635,1341997.12641
2027,1350097.68162,1363297.31196
2028,1366517.81917,1379668.57516
2029,1389805.59672,1402843.98334
2030,1403961.39821,1416976.17116
2031,1429562.30954,1442447.90181
2032,1455179.00836,1467938.3329
2033,1478522.75976,1491179.70868
2034,1506459.7685,1518975.14345
2035,1522963.14922,1535443.49723
