year,Base case cost,Modeled water and wastewater efficiency
2017,135414.46066,124776.167148
2018,144188.558134,130916.992503
2019,156037.745762,139210.065954
2020,161548.119146,143067.121351
2021,165297.166573,145691.342731
2022,168166.611258,147699.908791
2023,170145.462029,149084.93815
2024,171923.078083,150329.442645
2025,173698.423954,151572.316865
2026,176158.781608,153295.076516
2027,178192.415574,154719.38613
2028,179773.613118,155826.8077
2029,182007.096892,157390.64191
2030,183370.050187,158345.334057
2031,185833.130925,160070.024196
