year,Base case cost,Modeled non-residential energy efficiency
2017,2415405.38933,2432648.91367
2018,2579128.72148,2584386.7938
2019,2800155.21989,2789232.93196
2020,2902482.30248,2884069.10703
2021,2972064.71864,2948557.70609
2022,3025274.80159,2997872.51712
2023,3062112.55133,3032013.54015
2024,3094857.21776,3062361.11618
2025,3127601.88419,3092708.6922
2026,3172625.80053,3134436.60923
2027,3209463.55026,3168577.63226
2028,3238115.13339,3195131.76128
2029,3279045.96643,3233066.23131
2030,3303604.46625,3255826.91333
2031,3348628.38259,3297554.83036
