year,Base case diesel consumed,Modeled non-residential ashp
2017,294063.599321,205844.519437
2018,294063.599321,205844.519437
2019,294063.599321,205844.519437
2020,294063.599321,205844.519437
2021,294063.599321,205844.519437
2022,294063.599321,205844.519437
2023,294063.599321,205844.519437
2024,294063.599321,205844.519437
2025,294063.599321,205844.519437
2026,294063.599321,205844.519437
2027,294063.599321,205844.519437
2028,294063.599321,205844.519437
2029,294063.599321,205844.519437
2030,294063.599321,205844.519437
2031,294063.599321,205844.519437
