year,population
2003,568.0
2004,605.0
2005,583.0
2006,608.0
2007,602.0
2008,600.0
2009,604.0
2010,583.0
2011,584.0
2012,585.0
2013,586.0
2014,586.0
2015,586.0
2016,588.0
2017,590.0
2018,591.0
2019,593.0
2020,594.0
2021,595.0
2022,596.0
2023,596.0
2024,597.0
2025,598.0
2026,600.0
2027,602.0
2028,603.0
2029,605.0
2030,606.0
2031,608.0
2032,609.0
2033,610.0
2034,611.0
2035,612.0
2036,613.0
2037,614.0
2038,614.0
2039,615.0
2040,615.0
