year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,294064.0,217435.347246
2018,294064.0,217435.347246
2019,294064.0,217435.347246
2020,294064.0,217435.347246
2021,294064.0,217435.347246
2022,294064.0,217435.347246
2023,294064.0,217435.347246
2024,294064.0,217435.347246
2025,294064.0,217435.347246
2026,294064.0,217435.347246
2027,294064.0,217435.347246
2028,294064.0,217435.347246
2029,294064.0,217435.347246
2030,294064.0,217435.347246
2031,294064.0,217435.347246
2032,,
2033,,
2034,,
2035,,
2036,,
