year,Base case diesel consumed,Modeled residential ashp
2017,331954.811546,159653.674648
2018,331954.811546,159653.674648
2019,333514.136745,161212.999847
2020,335073.461943,162772.325045
2021,335073.461943,162772.325045
2022,335073.461943,162772.325045
2023,336632.787142,164331.650244
2024,336632.787142,164331.650244
2025,336632.787142,164331.650244
2026,338192.112341,165890.975443
2027,339751.437539,167450.300641
2028,341310.762738,169009.62584
2029,341310.762738,169009.62584
2030,342870.087936,170568.951038
2031,344429.413135,172128.276237
