year,Base case cost,Modeled water and wastewater efficiency
2017,6163.83429543,8508.35569277
2018,6508.3190073,8644.38652949
2019,7012.12847197,8891.57774693
2020,7255.01316633,8963.02277784
2021,7402.44824959,8971.56813671
2022,7527.16014789,8966.8288671
2023,7610.76715316,8936.15034677
2024,7672.32683032,8892.55055724
2025,7762.48861517,8870.48586422
2026,7869.97900798,8862.24624374
2027,7962.95125255,8846.00267108
2028,8029.10417952,8813.33440374
2029,8169.5268256,8833.54733265
2030,8263.73231836,8823.94208306
2031,8388.90160872,8837.07541824
