year,Base case diesel consumed,Modeled residential ashp
2017,3577.92193574,-10988.4491662
2018,3314.42903204,-11251.9420699
2019,3314.42903204,-11251.9420699
2020,3314.42903204,-11251.9420699
2021,3314.42903204,-11251.9420699
2022,3314.42903204,-11251.9420699
2023,3314.42903204,-11251.9420699
2024,3314.42903204,-11251.9420699
2025,3314.42903204,-11251.9420699
2026,3314.42903204,-11251.9420699
2027,3314.42903204,-11251.9420699
2028,3314.42903204,-11251.9420699
2029,3314.42903204,-11251.9420699
2030,3314.42903204,-11251.9420699
2031,3314.42903204,-11251.9420699
