year,Base case cost,Modeled residential energy efficiency
2017,154427.944366,153801.844307
2018,152664.793942,151676.583341
2019,162154.616447,160699.632641
2020,166899.527699,165164.856308
2021,169896.313753,167952.265854
2022,172393.635465,170261.836196
2023,174141.760663,171853.511034
2024,175390.421519,172967.246061
2025,177138.546717,174563.014372
2026,179136.404087,176400.763159
2027,180884.529285,178000.435316
2028,182133.190141,179121.980225
2029,184131.047511,180965.380786
2030,185379.708366,182090.561434
2031,187377.565736,183937.512519
