year,Base case cost,Modeled non-residential energy efficiency
2017,515928.909112,488518.387491
2018,543306.366008,511145.333952
2019,581837.601639,543578.318706
2020,601103.219455,559160.036208
2021,613270.978075,568552.377288
2022,623410.776925,576197.386833
2023,630508.636121,581205.815235
2024,635578.535546,584465.532814
2025,642676.394741,589530.081701
2026,650788.233821,595510.26019
2027,657886.093016,600628.32983
2028,662955.992442,603995.118939
2029,671067.831522,610052.781815
2030,676137.730947,613469.416
2031,684249.570027,619575.75568
