year,Base case diesel consumed,Modeled residential ashp
2017,86947.8800006,8010.35863329
2018,86947.8800006,8010.35863329
2019,85759.0207949,6821.49942758
2020,85759.0207949,6821.49942758
2021,85759.0207949,6821.49942758
2022,86947.8800006,8010.35863329
2023,86947.8800006,8010.35863329
2024,86947.8800006,8010.35863329
2025,86947.8800006,8010.35863329
2026,86947.8800006,8010.35863329
2027,86947.8800006,8010.35863329
2028,86947.8800006,8010.35863329
2029,86947.8800006,8010.35863329
2030,86947.8800006,8010.35863329
2031,86947.8800006,8010.35863329
