year,Base case cost,Modeled water and wastewater efficiency
2017,209907.671088,179778.389907
2018,220424.475228,187136.416493
2019,234343.216306,196875.371632
2020,240863.368245,201437.193691
2021,245110.774753,204409.698669
2022,248555.406106,206821.291889
2023,251024.410021,208551.762894
2024,252732.316327,209747.186882
2025,255082.481553,211392.183118
2026,257588.246225,213144.981308
2027,259895.616951,214759.207712
2028,261744.912843,216052.222911
2029,264010.792559,217636.627381
2030,265508.199288,218684.772254
2031,268227.902419,220587.337272
