year,Base case cost,Modeled diesel efficiency
2019,915878.932765,1082646.38478
2020,956486.206409,1119562.08809
2021,983842.263549,1144431.23095
2022,1006930.5776,1165420.60736
2023,1025537.32155,1182335.82913
2024,1036883.72388,1192650.74034
2025,1052294.09151,1206660.16546
2026,1067936.23123,1220880.29248
2027,1082211.75248,1233858.03906
2028,1092609.85893,1243310.86312
2029,1105659.37282,1255174.05756
2030,1115670.02219,1264274.6479
2031,1131956.67068,1279080.69198
2032,1146250.05876,1292074.68114
2033,1161831.8248,1306239.923
2034,1177357.60222,1320354.2661
2035,1189398.75951,1331300.77273
2036,1204849.16762,1345346.59829
2037,1216188.39192,1355654.98402
2038,1233562.51181,1371449.63846
