year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,134723.78,10628.12,156809.58,78937.52
2018,134436.66,10626.06,156809.58,78937.52
2019,134293.1,10624.78,156809.58,77858.19
2020,134149.54,10623.69,156809.58,77858.19
2021,134221.32,10624.27,156809.58,77858.19
2022,134436.66,10626.12,156809.58,78937.52
2023,134939.12,10630.37,156809.58,78937.52
2024,135010.9,10630.81,156809.58,78937.52
2025,135082.68,10631.47,156809.58,78937.52
2026,135010.9,10630.48,156809.58,78937.52
2027,134939.12,10629.89,156809.58,78937.52
2028,134723.78,10628.31,156809.58,78937.52
2029,134508.44,10626.57,156809.58,78937.52
2030,134580.22,10627.05,156809.58,78937.52
2031,134436.66,10626.2,156809.58,78937.52
2032,134221.32,,,77858.19
2033,134005.98,,,77858.19
2034,133790.64,,,77858.19
2035,133790.64,,,77858.19
2036,133575.3,,,76778.86
