year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation solar [kWh/year],generation diesel [kWh/year]
2003,,18672.8,1470960.0,0.0,1470960.0
2004,,18672.8,1526439.0,0.0,1526439.0
2005,,18672.8,1488886.0,0.0,1488886.0
2006,,18672.8,1487584.0,0.0,1487584.0
2007,,18672.8,1586153.0,0.0,1586153.0
2008,,18672.8,1965006.0,0.0,1965006.0
2009,,18672.8,1841499.0,0.0,1841499.0
2010,,18672.8,1842573.0,0.0,1842573.0
2011,,18672.8,1805898.0,0.0,1805898.0
2012,,18672.8,1906824.0,0.0,1906824.0
2013,,18672.8,1917860.0,0.0,1917860.0
2014,start of forecast,18672.8,1889000.0,10109.0,1878891.0
2015,,18672.8,1890000.0,10109.0,1879891.0
2016,,18672.8,1889000.0,10109.0,1878891.0
2017,,18672.8,1887000.0,10109.0,1876891.0
2018,,18672.8,1883000.0,10109.0,1872891.0
2019,,18672.8,1881000.0,10109.0,1870891.0
2020,,18672.8,1879000.0,10109.0,1868891.0
2021,,18672.8,1880000.0,10109.0,1869891.0
2022,,18672.8,1883000.0,10109.0,1872891.0
2023,,18672.8,1890000.0,10109.0,1879891.0
2024,,18672.8,1891000.0,10109.0,1880891.0
2025,,18672.8,1892000.0,10109.0,1881891.0
2026,,18672.8,1891000.0,10109.0,1880891.0
2027,,18672.8,1890000.0,10109.0,1879891.0
2028,,18672.8,1887000.0,10109.0,1876891.0
2029,,18672.8,1884000.0,10109.0,1873891.0
2030,,18672.8,1885000.0,10109.0,1874891.0
2031,,18672.8,1883000.0,10109.0,1872891.0
2032,,18672.8,1880000.0,10109.0,1869891.0
2033,,18672.8,1877000.0,10109.0,1866891.0
2034,,18672.8,1874000.0,10109.0,1863891.0
2035,,18672.8,1874000.0,10109.0,1863891.0
2036,,18672.8,1871000.0,10109.0,1860891.0
2037,,18672.8,1872000.0,10109.0,1861891.0
2038,,18672.8,1872000.0,10109.0,1861891.0
2039,,18672.8,1870000.0,10109.0,1859891.0
2040,,18672.8,1866000.0,10109.0,1855891.0
