year,Base case cost,Modeled residential energy efficiency
2017,1358846.50272,1259907.973
2018,1427410.6802,1318545.94043
2019,1501133.99057,1379166.65355
2020,1543160.10384,1415038.51659
2021,1570273.72531,1438181.65404
2022,1609791.39228,1474522.9338
2023,1624875.51132,1487423.28663
2024,1635845.77972,1496805.36142
2025,1650929.89876,1509705.71425
2026,1667385.30136,1523778.82644
2027,1682469.4204,1536679.17927
2028,1694810.97235,1547234.01341
2029,1709895.09139,1560134.36624
2030,1719494.07624,1568343.68168
2031,1737320.76238,1583589.55322
2032,1734311.13516,1578197.63558
2033,1751934.98911,1593240.67492
2034,1769558.84306,1608283.71426
2035,1781759.97272,1618698.12611
2036,1779169.87799,1613527.21677
