year,Base case diesel consumed,Modeled diesel efficiency
2019,134293.098646,122084.635133
2020,134149.538066,121954.125514
2021,134221.318356,122019.380324
2022,134436.659226,122215.144751
2023,134939.121256,122671.928415
2024,135010.901547,122737.183224
2025,135082.681837,122802.438033
2026,135010.901547,122737.183224
2027,134939.121256,122671.928415
2028,134723.780386,122476.163988
2029,134508.439516,122280.39956
2030,134580.219806,122345.654369
2031,134436.659226,122215.144751
2032,134221.318356,122019.380324
2033,134005.977486,121823.615896
2034,133790.636616,121627.851469
2035,133790.636616,121627.851469
2036,133575.295745,121432.087041
2037,133647.076035,121497.34185
2038,133647.076035,121497.34185
