year,Base case diesel consumed,Modeled non-residential ashp
2017,156809.575084,109766.702559
2018,156809.575084,109766.702559
2019,156809.575084,109766.702559
2020,156809.575084,109766.702559
2021,156809.575084,109766.702559
2022,156809.575084,109766.702559
2023,156809.575084,109766.702559
2024,156809.575084,109766.702559
2025,156809.575084,109766.702559
2026,156809.575084,109766.702559
2027,156809.575084,109766.702559
2028,156809.575084,109766.702559
2029,156809.575084,109766.702559
2030,156809.575084,109766.702559
2031,156809.575084,109766.702559
