year,Base case cost,Modeled residential energy efficiency
2017,180214.080102,180214.080102
2018,190202.90436,190202.90436
2019,204010.984953,204010.984953
2020,210768.130774,210768.130774
2021,215174.965006,215174.965006
2022,207010.064849,207010.064849
2023,209230.688731,209230.688731
2024,211173.734627,211173.734627
2025,213394.358509,213394.358509
2026,215892.560376,215892.560376
2027,218113.184258,218113.184258
2028,220056.230154,220056.230154
2029,222554.432021,222554.432021
2030,223942.321947,223942.321947
2031,226718.101799,226718.101799
2032,229493.881652,229493.881652
2033,232269.661504,232269.661504
2034,235045.441356,235045.441356
2035,223579.757573,223579.757573
2036,226454.794811,226454.794811
