year,Base case diesel consumed,Modeled diesel efficiency
2019,41166.9085761,37424.4623419
2020,41166.9085761,37424.4623419
2021,41166.9085761,37424.4623419
2022,41166.9085761,37424.4623419
2023,41166.9085761,37424.4623419
2024,41080.2414002,37345.6740002
2025,41080.2414002,37345.6740002
2026,41080.2414002,37345.6740002
2027,41080.2414002,37345.6740002
2028,41080.2414002,37345.6740002
2029,41080.2414002,37345.6740002
2030,41166.9085761,37424.4623419
2031,41166.9085761,37424.4623419
2032,41080.2414002,37345.6740002
2033,41080.2414002,37345.6740002
2034,41080.2414002,37345.6740002
2035,41080.2414002,37345.6740002
2036,41080.2414002,37345.6740002
2037,41080.2414002,37345.6740002
2038,41080.2414002,37345.6740002
