year,Base case diesel consumed,Modeled residential ashp
2017,18165.5522178,2306.73675671
2018,18165.5522178,2306.73675671
2019,18165.5522178,2306.73675671
2020,18165.5522178,2306.73675671
2021,18165.5522178,2306.73675671
2022,16904.299892,1045.48443087
2023,16904.299892,1045.48443087
2024,16904.299892,1045.48443087
2025,16904.299892,1045.48443087
2026,16904.299892,1045.48443087
2027,16904.299892,1045.48443087
2028,16904.299892,1045.48443087
2029,16904.299892,1045.48443087
2030,16904.299892,1045.48443087
2031,16904.299892,1045.48443087
