year,Base case cost,Modeled non-residential energy efficiency
2017,317902.178546,330688.26903
2018,337996.302113,347750.486399
2019,365773.472927,371842.475728
2020,379366.556517,383038.916661
2021,388231.611032,389955.198864
2022,394732.65101,394744.683753
2023,399460.680085,397945.237087
2024,403597.705525,400633.24323
2025,408325.7346,403885.101144
2026,413644.767309,407700.216729
2027,418372.796383,411001.002505
2028,422509.821824,413786.891892
2029,427828.854533,417672.842566
2030,430783.872705,419427.292255
2031,436693.909048,423896.246219
