year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,38908.0655094,28791.9684769
2018,38908.0655094,28791.9684769
2019,38908.0655094,28791.9684769
2020,38908.0655094,28791.9684769
2021,38908.0655094,28791.9684769
2022,38908.0655094,28791.9684769
2023,38908.0655094,28791.9684769
2024,38908.0655094,28791.9684769
2025,38908.0655094,28791.9684769
2026,38908.0655094,28791.9684769
2027,38908.0655094,28791.9684769
2028,38908.0655094,28791.9684769
2029,38908.0655094,28791.9684769
2030,38908.0655094,28791.9684769
2031,38908.0655094,28791.9684769
