year,Base case diesel consumed,Modeled residential ashp
2017,1762.18517196,-4865.80157336
2018,1762.18517196,-4865.80157336
2019,1490.32093506,-5137.66581026
2020,1490.32093506,-5137.66581026
2021,1490.32093506,-5137.66581026
2022,1490.32093506,-5137.66581026
2023,1490.32093506,-5137.66581026
2024,1490.32093506,-5137.66581026
2025,1490.32093506,-5137.66581026
2026,1490.32093506,-5137.66581026
2027,1490.32093506,-5137.66581026
2028,1218.45669815,-5409.53004717
2029,1218.45669815,-5409.53004717
2030,1218.45669815,-5409.53004717
2031,1218.45669815,-5409.53004717
