year,Base case diesel consumed,Modeled non-residential ashp
2017,1342.37703023,-1275.83390505
2018,1342.37703023,-1275.83390505
2019,1342.37703023,-1275.83390505
2020,1342.37703023,-1275.83390505
2021,1342.37703023,-1275.83390505
2022,1342.37703023,-1275.83390505
2023,1342.37703023,-1275.83390505
2024,1342.37703023,-1275.83390505
2025,1342.37703023,-1275.83390505
2026,1342.37703023,-1275.83390505
2027,1342.37703023,-1275.83390505
2028,1342.37703023,-1275.83390505
2029,1342.37703023,-1275.83390505
2030,1342.37703023,-1275.83390505
2031,1342.37703023,-1275.83390505
