year,Base case cost,Modeled non-residential energy efficiency
2017,246734.565935,244563.361484
2018,265260.799818,260314.97683
2019,291556.099523,283016.717603
2020,303508.50848,292938.945517
2021,312472.815198,300212.459425
2022,319046.640124,305370.073528
2023,323229.983259,308411.389674
2024,327413.326394,311468.906689
2025,331596.669529,314542.244873
2026,336975.25356,318697.477241
2027,341756.217143,322334.575929
2028,345939.560277,325453.187318
2029,350720.52386,329119.40988
2030,354306.246547,331733.24064
2031,359684.830578,335960.459807
