year,Base case diesel consumed,Modeled diesel efficiency
2019,42296.3438973,38451.2217248
2020,42296.3438973,38451.2217248
2021,42296.3438973,38451.2217248
2022,42296.3438973,38451.2217248
2023,42296.3438973,38451.2217248
2024,42296.3438973,38451.2217248
2025,42296.3438973,38451.2217248
2026,42296.3438973,38451.2217248
2027,42296.3438973,38451.2217248
2028,42296.3438973,38451.2217248
2029,42375.9980289,38523.6345718
2030,42375.9980289,38523.6345718
2031,42375.9980289,38523.6345718
2032,42375.9980289,38523.6345718
2033,42375.9980289,38523.6345718
2034,42375.9980289,38523.6345718
2035,42375.9980289,38523.6345718
2036,42375.9980289,38523.6345718
2037,42375.9980289,38523.6345718
2038,42375.9980289,38523.6345718
