year,Base case diesel consumed,Modeled non-residential ashp
2017,64800.0075277,60096.5456734
2018,63295.4335227,58591.9716683
2019,63295.4335227,58591.9716683
2020,61790.8595176,57087.3976632
2021,61790.8595176,57087.3976632
2022,60286.2855125,55582.8236582
2023,58781.7115074,54078.2496531
2024,57277.1375023,52573.675648
2025,55772.5634972,51069.1016429
2026,54267.9894922,49564.5276378
2027,52763.4154871,48059.9536327
2028,51258.841482,46555.3796277
2029,49754.2674769,45050.8056226
2030,46745.1194667,42041.6576124
2031,45240.5454617,40537.0836073
