year,Base case cost,Modeled transmission and interties
2021,198974.265912,
2022,205658.155981,
2023,210285.464491,
2024,213884.48222,
2025,218511.79073,
2026,224167.390019,
2027,228794.698529,
2028,232907.861648,
2029,237250.492341,
2030,240325.012761,
2031,245961.633529,
2032,251598.254297,
2033,257747.295135,
2034,263896.335974,
2035,267483.276463,
2036,274144.737371,
2037,277731.67786,
2038,283880.718698,
2039,288031.83886,
2040,294670.870607,
