year,Base case diesel consumed,Modeled residential ashp
2017,6732.86697541,-28360.1020334
2018,6732.86697541,-28360.1020334
2019,6732.86697541,-28360.1020334
2020,6732.86697541,-28360.1020334
2021,6732.86697541,-28360.1020334
2022,6464.18347346,-28628.7855353
2023,6464.18347346,-28628.7855353
2024,6464.18347346,-28628.7855353
2025,6464.18347346,-28628.7855353
2026,6464.18347346,-28628.7855353
2027,6464.18347346,-28628.7855353
2028,6464.18347346,-28628.7855353
2029,6195.49997152,-28897.4690373
2030,6195.49997152,-28897.4690373
2031,6195.49997152,-28897.4690373
