year,Base case cost,Modeled transmission and interties
2021,1035827.77654,
2022,1070455.45503,
2023,1094185.48407,
2024,1110791.39273,
2025,1134205.61891,
2026,1160629.42534,
2027,1183206.17875,
2028,1201940.08051,
2029,1224586.1565,
2030,1239899.44415,
2031,1264877.97984,
2032,1292168.66861,
2033,1318991.60504,
2034,1345327.88295,
2035,1357929.88751,
2036,1387585.94671,
2037,1400176.74762,
2038,1426011.66224,
2039,1447934.40263,
2040,1476122.78379,
