year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8411.10396082,5467.21757453
2018,8408.93894021,5465.81031114
2019,8406.50076153,5464.22549499
2020,8402.67762826,5461.74045837
2021,8396.83604041,5457.94342627
2022,8391.21956505,5454.29271728
2023,8384.95204496,5450.21882922
2024,8378.79384208,5446.21599735
2025,8371.63747859,5441.56436109
2026,8362.61462495,5435.69950622
2027,8351.56171022,5428.51511164
2028,8338.44715387,5419.99065001
2029,8328.48525189,5413.51541373
2030,8317.91684183,5406.64594719
2031,8303.08694998,5397.00651749
