year,Base case cost,Modeled wind power
2019,562171.774683,824010.784777
2020,602507.96517,853033.59729
2021,627307.402125,870687.742892
2022,647944.656827,885370.588134
2023,661881.389221,895139.233906
2024,671492.085994,901772.725948
2025,685113.015528,911225.568861
2026,700344.482927,921693.508691
2027,713127.93969,930308.878832
2028,723467.587188,937075.880654
2029,736320.36653,945760.573374
2030,744638.442287,951101.444401
2031,758424.63895,960124.113496
2032,773123.94632,969464.452352
2033,787355.50134,978337.038857
2034,801100.397851,986722.966855
2035,806707.190524,989352.554797
2036,822372.825934,999063.780747
2037,827968.414958,1001682.16504
2038,841211.948171,1009566.72974
