year,Base case diesel consumed,Modeled residential energy efficiency
2017,156951.186381,118002.305821
2018,156951.186381,118002.305821
2019,155789.991472,116841.110912
2020,155789.991472,116841.110912
2021,155789.991472,116841.110912
2022,154628.796563,115679.916003
2023,154628.796563,115679.916003
2024,154628.796563,115679.916003
2025,153467.601654,114518.721094
2026,152306.406745,113357.526185
2027,152306.406745,113357.526185
2028,151145.211836,112196.331276
2029,149984.016927,111035.136367
2030,148822.822018,109873.941458
2031,147661.627109,108712.746549
2032,146500.4322,107551.55164
2033,144178.042382,105229.161822
2034,143016.847473,104067.966913
2035,140694.457655,101745.577095
2036,139533.262746,100584.382187
