year,annotation,Electricity price ($/kwh)
2002,,0.3
2003,,0.3
2004,,0.3
2005,,0.37
2006,,0.4
2010,,0.75
2011,,0.75
2012,,0.75
2013,,0.75
2016,start of forecast,0.86
2017,,0.94
2018,,1.01
2019,,1.09
2020,,1.12
2021,,1.15
2022,,1.17
2023,,1.18
2024,,1.19
2025,,1.2
2026,,1.22
2027,,1.23
2028,,1.24
2029,,1.26
2030,,1.27
2031,,1.28
2032,,1.3
2033,,1.31
2034,,1.33
2035,,1.34
2036,,1.36
2037,,1.37
2038,,1.38
2039,,1.4
2040,,1.42
