year,Base case cost,Modeled non-residential energy efficiency
2017,548299.160446,482088.944914
2018,585623.607985,513059.610804
2019,635119.071027,554129.406876
2020,657838.299964,572981.116548
2021,673254.9196,585773.348112
2022,685425.935102,595872.478293
2023,692728.544403,601931.956402
2024,700031.153704,607991.434511
2025,707333.763005,614050.91262
2026,717070.575407,622130.216765
2027,725184.585742,628862.97022
2028,731675.794009,634249.172983
2029,740601.205378,641655.201783
2030,746281.012612,646368.129201
2031,756017.825013,654447.433346
