year,Base case diesel consumed,Modeled non-residential ashp
2017,21371.8949801,12967.4433474
2018,21371.8949801,12967.4433474
2019,21371.8949801,12967.4433474
2020,21371.8949801,12967.4433474
2021,21371.8949801,12967.4433474
2022,21371.8949801,12967.4433474
2023,20503.1310107,12098.6793779
2024,20503.1310107,12098.6793779
2025,20503.1310107,12098.6793779
2026,20503.1310107,12098.6793779
2027,20503.1310107,12098.6793779
2028,20503.1310107,12098.6793779
2029,21371.8949801,12967.4433474
2030,21371.8949801,12967.4433474
2031,21371.8949801,12967.4433474
