year,Base case diesel consumed,Modeled residential ashp
2017,21371.8949801,2713.8913874
2018,21371.8949801,2713.8913874
2019,21371.8949801,2713.8913874
2020,21371.8949801,2713.8913874
2021,21371.8949801,2713.8913874
2022,21371.8949801,2713.8913874
2023,20503.1310107,1845.12741795
2024,20503.1310107,1845.12741795
2025,20503.1310107,1845.12741795
2026,20503.1310107,1845.12741795
2027,20503.1310107,1845.12741795
2028,20503.1310107,1845.12741795
2029,21371.8949801,2713.8913874
2030,21371.8949801,2713.8913874
2031,21371.8949801,2713.8913874
