year,Base case cost,Modeled transmission and interties
2021,23386.9497702,
2022,23946.7437807,
2023,24319.9397877,
2024,24630.9364602,
2025,24565.4634765,
2026,25054.3284213,
2027,25420.9771299,
2028,25726.5177204,
2029,26154.2745471,
2030,26459.8151376,
2031,26887.5719643,
2032,27376.4369091,
2033,27865.3018539,
2034,28354.1667987,
2035,28659.7073892,
2036,29148.572334,
2037,29454.1129245,
2038,29942.9778693,
2039,30309.6265779,
2040,30859.5996408,
