year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2015,,733.29,56799.0,56799.0
2016,start of forecast,733.29,57000.0,57000.0
2017,,733.29,57000.0,57000.0
2018,,733.29,57000.0,57000.0
2019,,733.29,57000.0,57000.0
2020,,733.29,57000.0,57000.0
2021,,733.29,57000.0,57000.0
2022,,733.29,57000.0,57000.0
2023,,733.29,57000.0,57000.0
2024,,733.29,57000.0,57000.0
2025,,733.29,56000.0,56000.0
2026,,733.29,56000.0,56000.0
2027,,733.29,56000.0,56000.0
2028,,733.29,56000.0,56000.0
2029,,733.29,56000.0,56000.0
2030,,733.29,56000.0,56000.0
2031,,733.29,56000.0,56000.0
2032,,733.29,56000.0,56000.0
2033,,733.29,56000.0,56000.0
2034,,733.29,56000.0,56000.0
2035,,733.29,56000.0,56000.0
2036,,733.29,56000.0,56000.0
2037,,733.29,56000.0,56000.0
2038,,733.29,56000.0,56000.0
2039,,733.29,56000.0,56000.0
2040,,733.29,56000.0,56000.0
