year,Base case cost,Modeled biomass for heat (cordwood)
2017,154406.319143,177843.848141
2018,164366.199143,184474.837908
2019,177883.179143,193753.18159
2020,184285.959143,197787.986462
2021,188910.189143,200524.103973
2022,192111.579143,202224.166205
2023,194245.839143,203150.814255
2024,196024.389143,203829.714335
2025,198158.649143,204786.541247
2026,201004.329143,206283.961851
2027,203138.589143,207269.569569
2028,204917.139143,208006.047452
2029,207407.109143,209282.119011
2030,209185.659143,210045.401108
2031,211675.629143,211347.648658
2032,,
2033,,
2034,,
2035,,
2036,,
