year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,6219.93,9770.16,35571.34,8264.38
2018,6219.93,9770.84,35571.34,8264.38
2019,6219.93,9771.48,35571.34,8264.38
2020,6219.93,9772.07,35571.34,8264.38
2021,6219.93,9772.7,35571.34,8264.38
2022,6219.93,9773.32,35571.34,8264.38
2023,6219.93,9774.07,35571.34,8264.38
2024,6219.93,9774.75,35571.34,8264.38
2025,6110.81,9775.3,35571.34,7241.84
2026,6110.81,9775.6,35571.34,7241.84
2027,6110.81,9775.91,35571.34,7241.84
2028,6110.81,9776.04,35571.34,7241.84
2029,6110.81,9776.27,35571.34,7241.84
2030,6110.81,9776.49,35571.34,7241.84
2031,6110.81,9776.7,35571.34,7241.84
2032,6110.81,,,7241.84
2033,6110.81,,,7241.84
2034,6110.81,,,7241.84
2035,6110.81,,,7241.84
2036,6110.81,,,7241.84
