year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35571.3352137,26322.7880581
2018,35571.3352137,26322.7880581
2019,35571.3352137,26322.7880581
2020,35571.3352137,26322.7880581
2021,35571.3352137,26322.7880581
2022,35571.3352137,26322.7880581
2023,35571.3352137,26322.7880581
2024,35571.3352137,26322.7880581
2025,35571.3352137,26322.7880581
2026,35571.3352137,26322.7880581
2027,35571.3352137,26322.7880581
2028,35571.3352137,26322.7880581
2029,35571.3352137,26322.7880581
2030,35571.3352137,26322.7880581
2031,35571.3352137,26322.7880581
